"","university_name","university_id","university_parent_id","university_short_name","university_name_en","registration_year","university_edrpou","university_type_name","education_type_name","university_financing_type_name","university_governance_type_name","post_index","koatuu_id","region_name","koatuu_name","university_address","post_index_u","koatuu_id_u","region_name_u","koatuu_name_u","university_address_u","university_phone","university_email","university_site","university_director_post","university_director_fio"
"114","Київська муніципальна академія музики ім. Р.М. Глієра","1065",NA,"КМАМ ім. Р.М. Глієра","R. Glier Kyiv Municipal Academy of Music","1868","02214923","Заклад вищої освіти","Інститут","Комунальна","Виконавчий орган Київської міської ради (Київська міська державна адміністрація)","01032","8036100000","КИЇВ","Київ","вул. Льва Толстого, 31","01032","8036100000","КИЇВ","Київ","вул. Льва Толстого, 31","2883262, 2883238, 2883268","kmamglier@glieracademy.org","https://glieracademy.org/","Ректор","Злотник Олександр Йосипович"
"115","Київська православна богословська академія","2718",NA,"КПБА","Kyiv Orthodox Theological Academy","1615","16484112","Заклад вищої освіти","Академія","Приватна","","01601","8039100000","КИЇВ","Київ","вул. Трьохсвятительська, 6","01601","8039100000","КИЇВ","Київ","вул. Трьохсвятительська, 6","(044)278 80 44, (044)278 89 53","info@kpba.edu.ua","www.kpba.edu.ua","Ректор","Трофимлюк Олександр Миколайович"
"116","Київське державне хореографічне училище","2720",NA,"КДХУ","Kyiv State Ballet School","1964","02214946","Заклад вищої освіти","Технікум (училище)","Державна","Міністерство культури України","04112","8039100000","КИЇВ","Київ","вул. Тимофія Шамрила, 4","04112","8039100000","КИЇВ","Київ","вул. Тимофія Шамрила, 4","(044)4569470; 4560040; 4569055","kdhu@ukr.net","","Директор","Дорошенко Іван Васильович"
"117","Київський авіаційний технікум","544",NA,"КиАТ","Aviation Technical College","1966","16462820","Заклад вищої освіти","Технікум (училище)","Державна","Міністерство освіти і науки України","03062","8038600000","КИЇВ","Київ","просп. Перемоги, 100/1","03062","8038600000","КИЇВ","Київ","просп. Перемоги, 100/1","+38(044)456-39-41; 400-28-81; 443-02-03","kiat@ukr.net","www.kiat.org.ua","директор технікуму","Мамлюк Олег Володимирович"
"118","Київський державний коледж туризму та готельного господарства","551",NA,"КТГГ","The Kyiv state college of tourism and hospitality","1977","05408295","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","02192","8036600000","КИЇВ","Київ","вул. Жмаченка, 26","02192","8036600000","КИЇВ","Київ","вул. Жмаченка, 26","(044) 5438631; 5439546","ktgg@ukr.net","www.ktgg.kiev.ua","Директор","Матвієнко Анатолій Тихонович"
"119","Київський коледж зв'язку","464",NA,"ККЗ","Kiev College of Communication","1946","32985579","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","01030","8039100000","КИЇВ","Київ","вул. Леонтовича, 11","01030","8039100000","КИЇВ","Київ","вул. Леонтовича, 11","(044) 2356058; 2464016","kkz@ukr.net","kkz.net.ua","Директор","Чечуро Світлана Аркадіївна"
"120","Київський коледж комп'ютерних технологій та економіки Національного авіаційного університету","550","183","ККТЕ НАУ","Kyiv College Computer Technology and Economics of the National Aviation University","1960","24360683","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","02099","8036300000","КИЇВ","Київ","вул. Бориспільська, 5","02099","8036300000","КИЇВ","Київ","вул. Бориспільська, 5","(044) 5661391","krmknau@gmail.com","krmk.microcom.com.ua","Директор коледжу","Параніч Віктор Петрович"
"121","Київський коледж міського господарства Таврійського національного університету імені В.І. Вернадського","3928","892","ККМГ ТНУ ім. В.І. Вернадського","KYIV COLLEGE MUNICIPAL SERVICE V.I.VERNADSKY TAURIDA NATIONAL UNIVERSITY","2000","41120203","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","01042","8038200000","КИЇВ","Київ","вул. Івана Кудрі, 33","01042","8038200000","КИЇВ","Київ","вул. Івана Кудрі, 33","044 529 02 06","koledg@tnu.edu.ua","kkmg.amu.edu.ua","Директор","Романова Маргарита Іванівна"
"122","Київський коледж Приватного вищого навчального закладу ""Університет сучасних знань""","2812","281","-","Kiev College of Private Higher Educational Institution ""University of Modern Knowledge""","2011","39679655","Заклад вищої освіти","Коледж","Приватна","","03150","8038200000","КИЇВ","Київ","вул. Велика Васильківська, 57/3","03150","8038200000","КИЇВ","Київ","вул. Велика Васильківська, 57/3","(044) 2298971","sekretariat@umk.edu.ua","www.umk.edu.ua","Директор","Петровська Тетяна Василівна"
"123","Київський коледж транспортної інфраструктури","1161",NA,"ККТІ","Kyiv College of transport infrastructure","1920","01118353","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","03035","8038900000","КИЇВ","Київ","пров. Островського, 16","03035","8038900000","КИЇВ","Київ","пров. Островського, 16","(044) 2455395; 4652765; 2455396","milenkasv@ukr.net","kkti.edu.ua","Директор","Миленька Світлана Володимирівна"
"124","""Київський кооперативний інститут бізнесу і права""","354",NA,"""Київський кооперативний інститут бізнесу і права""","Kyiv Cooperative Institute of business and law","2010","01788243","Заклад вищої освіти","Інститут","Приватна","","03022","8036100000","КИЇВ","Київ","вул. Ломоносова, 18","03022","8036100000","КИЇВ","Київ","вул. Ломоносова, 18","(044) 257 70 91 , 257 03 07, 258 20 29","rektor@kkibp.edu.ua","http://kkibp.kiev.ua.","В.о.ректора","Камінська Тетяна Григорівна"
"125","Київський навчально-консультаційний пункт Національного університету кораблебудування імені адмірала Макарова","1526","105","","","2000","26199306","Заклад вищої освіти","Відокремлений підрозділ","Державна","Міністерство освіти і науки України","01010","8000000000","КИЇВ","Київ","вул. Аніщенка, 6","54025","4810100000","Миколаївська область","Миколаїв","просп. Героїв Сталінграду, 9","","","","директор",""
"126","Київський навчально-науковий центр Одеської національної академії зв'язку ім. О.С. Попова","2947","68",".","","2000","33890043","Заклад вищої освіти","Відокремлений підрозділ","Державна","Міністерство освіти і науки України","01032","8039100000","КИЇВ","Київ","вул. Шевченка, 56","01032","8039100000","КИЇВ","Київ","вул. Шевченка, 56","","","","",""
"127","Київський національний лінгвістичний університет","315",NA,"КНЛУ","Kyiv National Linguistic University","1948","02125289","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","03150","8038200000","КИЇВ","Київ","вул. Велика Васильківська, 73","03150","8038200000","КИЇВ","Київ","вул. Велика Васильківська, 73","2873372, 2274035, 2276788","knlu@knlu.edu.ua","http://www.knlu.edu.ua","Ректор","Васько Роман Володимирович"
"128","Київський національний торговельно-економічний університет","196",NA,"КНТЕУ","Kyiv national university of trade and economics","1946","01566117","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","02156","8036400000","КИЇВ","Київ","вул. Кіото, 19","02156","8036400000","КИЇВ","Київ","вул. Кіото, 19","(044) 5314949, 5133348, 5443974","knute@knute.edu.ua","knute.edu.ua","Ректор","Мазаракі Анатолій Антонович"
"129","Київський національний університет будівництва і архітектури","127",NA,"КНУБІА","Kyiv National University of Construction and Architecture","1930","02070909","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","03680","8038900000","КИЇВ","Київ","просп. Повітрофлотський, 31","03680","8038900000","КИЇВ","Київ","просп. Повітрофлотський, 31","+38 (044) 248-49-05; 248-49-01","Knuba_admin@ukr.net","http://www.knuba.edu.ua","Ректор","Куліков Петро Мусійович"
"130","Київський національний університет імені Тараса Шевченка","41",NA,"КНУТШ","Taras Shevchenko National University of Kyiv","1834","02070944","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","01601","8039100000","КИЇВ","Київ","вул. Володимирська, 60","01601","8039100000","КИЇВ","Київ","вул. Володимирська, 60","(044) 239-32-20, 289-86-91, 234-89-04","stationery@univ.kiev.ua, office.chief@univ.net.ua","http://www.univ.kiev.ua","ректор","Губерський Леонід Васильович"
"131","Київський національний університет культури і мистецтв","308",NA,"КНУКіМ","Kyiv National University of Culture and Arts","1968","02214159","Заклад вищої освіти","Університет","Державна","Міністерство культури України","01133","8038200000","КИЇВ","Київ","вул. Щорса, 36","01133","8038200000","КИЇВ","Київ","вул. Щорса, 36","(044) 529-93-13","ig.savich@ukr.net","knukim.edu.ua","Президент","Поплавський Михайло Михайлович"
"132","Київський національний університет театру, кіно і телебачення імені І.К. Карпенка-Карого","328",NA,"КНУТКіТ імені І. К. Карпенка-Карого","Kyiv national I.K. Karpenko-Karyi university of theatre, cinema and television","1904","02214171","Заклад вищої освіти","Університет","Державна","Міністерство культури України","01054","8039100000","КИЇВ","Київ","вул. Ярославів Вал, 40","01054","8039100000","КИЇВ","Київ","вул. Ярославів Вал, 40","(044) 272 10 32, 272-33-39","karpenko-kary@ukr.net","knutkt.com.ua","Ректор","Безгін Олексій Ігорович"
"133","Київський національний університет технологій та дизайну","307",NA,"КНУТД","Kyiv National University of Technologies and Design","1930","02070890","Заклад вищої освіти","Університет","Державна","Міністерство освіти і науки України","01011","8038200000","КИЇВ","Київ","вул. Немировича-Данченка, 2","01011","8038200000","КИЇВ","Київ","вул. Немировича-Данченка, 2","(044) 2800512","knutd@knutd.edu.ua","knutd.edu.ua","Ректор","Грищенко Іван Михайлович"
"134","Київський професійно-педагогічний коледж імені Антона Макаренка","549",NA,"КППК ім. А. Макаренка","Anton Makarenko Kyiv Professional and Pedagogical College","1944","02500735","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","01135","8039100000","КИЇВ","Київ","вул. В'ячеслава Чорновола, 24","01135","8039100000","КИЇВ","Київ","вул. В'ячеслава Чорновола, 24","(044)2369778, 2361111","college@kppk.com.ua","kppk.com.ua","Директор коледжу","Щербак Ольга Іванівна"
"135","Київський технікум електронних приладів","552",NA,"КТЕП","Kiev technicum electronnuh priladiv","1874","21534941","Заклад вищої освіти","Технікум (училище)","Державна","Міністерство освіти і науки України","01042","8000000000","КИЇВ","Київ","вул. П. Лумумби, 17","01042","8000000000","КИЇВ","Київ","вул. П. Лумумби, 17","5291283","ktep@ukr.net","www.ктеп.kiev.ua","Директор технікуму","Похресник Анатолій Констянтинович"
"136","Київський транспортно-технологічний коледж Державного університету інфраструктури та технологій","3974","3969","КТТК ДУІТ","Kyiv Transport Technology College of State University of Infrastructure and Technologies","2017","41440974","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","03151","8038900000","КИЇВ","Київ","вул. Вінницька, 10","04071","8038500000","КИЇВ","Київ","вул. Кирилівська, 9","(044) 4637470","academy@maritime.kiev.ua","duit.org.ua","В.о. директора","Величко Ігор Олександрович"
"137","Київський університет імені Бориса Грінченка","56",NA,"Університет Грінченка","Borys Grinchenko Kyiv University","1874","02136554","Заклад вищої освіти","Університет","Комунальна","Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації)","04053","8039100000","КИЇВ","Київ","вул. Бульварно-Кудрявська, 18/2","04053","8039100000","КИЇВ","Київ","вул. Бульварно-Кудрявська, 18/2","(044) 2721902, 2721920","kubg@kubg.edu.ua","http://kubg.edu.ua/","Ректор","Огнев`юк Віктор Олександрович"
"138","Київський університет права Національної академії наук України","25",NA,"КУП НАНУ","Kyiv University of Law of the National Academy of Sciences of Ukraine","1995","23745145","Заклад вищої освіти","Університет","Державна","Національна академія наук України","01001","8039100000","КИЇВ","Київ","вул. Трьохсвятительська, 4","01001","8039100000","КИЇВ","Київ","вул. Трьохсвятительська, 4","(044) 4243335; 4522864","kul@kul.kiev.ua","http://www.kul.kiev.ua","Ректор","Бошицький Юрій Ладиславович"
"139","Київський університет туризму, економіки і права","1274",NA,"КУТЕП","Kyiv University of Tourism, Economics and Law","1998","22915220","Заклад вищої освіти","Університет","Приватна","","02192","8036600000","КИЇВ","Київ","вул. Генерала Жмаченка, 26","02192","8036600000","КИЇВ","Київ","вул. Генерала Жмаченка, 26","(044) 5438658; 5439352","info@kutep.ua","www.kutep.ua","Директор","Фоменко Надія Андріївна"
"140","Київський факультет Національної академії Національної гвардії України","3931","314","Київський факультет НАНГУ","","2000","41082556","Заклад вищої освіти","Відокремлений підрозділ","Державна","Міністерство внутрішніх справ України","03179","8038600000","КИЇВ","Київ","вул. Оборони Києва, 7","03179","8038600000","КИЇВ","Київ","вул. Оборони Києва, 7","098-828-76-00","denicenko@online.ua","","Начальник Київського факультету Національної академії Національної гвардії України","Корнієнко Дмитро Миколайович"
"141","Коледж бізнесу та аналітики Національної академії статистики, обліку та аудиту","1019","67","КБА НАСОА","The College Business and Analytics of The National Academy of Statistics, Accounting and Audit","1998","20780307","Заклад вищої освіти","Коледж","Державна","Державна служба статистики України","04107","8039100000","КИЇВ","Київ","вул. Підгірна, 1","04107","8039100000","КИЇВ","Київ","вул. Підгірна, 1","+380(44)-484-49-41","info_college@nasoa.edu.ua","http://nasoa.edu.ua.","Т.в.о.директора","Юрченко Олександр Анатолійович"
"142","Коледж Вищого навчального закладу ""Київський університет ринкових відносин""","1454","866","","College of Kyiv University for Market Relations","2009","38196754","Заклад вищої освіти","Коледж","Приватна","","02152","8036600000","КИЇВ","Київ","вул. Березняківська, 26-Б","02152","8036600000","КИЇВ","Київ","вул. Березняківська, 26-Б","0442944021","rectorat@kumr.edu.ua","","директор","Морозова Євгенія Володимирівна"
"143","Коледж інженерії та управління Національного авіаційного університету","724","183","КІтУ НАУ","College of Engineering and Management of National Aviation University","2007","21573906","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","03065","8038900000","КИЇВ","Київ","вул. Метробудівська, 5-А","03065","8038900000","КИЇВ","Київ","вул. Метробудівська, 5-А","(044) 408 60 44","kitu@nau.edu.ua","www.kitu.nau.edu.ua","Директор","Пономаренко Олександр Васильович"
"144","Коледж інформаційних систем і технологій Державного вищого навчального закладу ""Київський національний економічний університет імені Вадима Гетьмана""","898","337","КІСІТ ДВНЗ ""КНЕУ ім.В.Гетьмана""","College of Information Systems and Technologies of State Higher Educational Establishment ""Kyiv National Economic University named after Vadym Hetman""","1951","22934387","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","04053","8039100000","КИЇВ","Київ","пл. Львівська, 14","04053","8039100000","КИЇВ","Київ","пл. Львівська, 14","(044)272-09-90,(044) 272-09-17,факс (044) 461-90-47","kistkneu@gmail.com","http://kisit.kneu.edu.ua","Директор","Грицак Неля Юріївна"
"145","Коледж інформаційних технологій та землевпорядкування Національного авіаційного університету","566","183","КІТЗ НАУ","College of Information Technology and Land Management of the National Aviation University","1999","02570575","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","03113","8038600000","КИЇВ","Київ","вул. Дружківська , 6","03113","8038600000","КИЇВ","Київ","вул. Дружківська, 6","400-04-05","kitz_nau@ukr.net","kitz.nau.edu.ua","Директор","Канава Віктор Андрійович"
"146","""Коледж Київського університету культури""","1520","310","-","College of Kyiv University of Culture","2010","39686442","Заклад вищої освіти","Коледж","Приватна","","01042","8038200000","КИЇВ","Київ","вул. Чигоріна, 20","01042","8038200000","КИЇВ","Київ","вул. Чигоріна, 20","(044) 2853083; 2846404; 2853083","kuk_kiev@ukr.net","https://kuk-university.com","директор","Салата Галина Володимирівна"
"147","Коледж мистецтв та дизайну Київського національного університету технологій та дизайну","1088","307","Коледж мистецтв та дизайну КНУТД","College of Arts and Design of the Kyiv National University of Technologies and Design","1959","33236383","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","04050","8039100000","КИЇВ","Київ","вул. Білоруська, 22","04050","8039100000","КИЇВ","Київ","вул. Білоруська, 22","0444837268","koledgknutd@ukr.net","koledg-knutd.com.ua","директор","Хмелевська Любов Петрівна"
"148","Коледж морського і річкового флоту Державного університету інфраструктури та технологій","3972","3969","КМРФ ДУІТ","College of Marine and River Fleet of State University of Infrastructure and Technologies","2017","41441009","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","04211","8038000000","КИЇВ","Київ","просп. Героїв Сталінграду, 2","04071","8038500000","КИЇВ","Київ","вул. Кирилівська, 9","(044) 4637470","academy@maritime.kiev.ua","duit.org.ua","В.о. директора","Герштман Олена Вікторівна"
"149","Коледж ""Освіта"" Вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""","1436","217",".","College 'Osvita' of Higher Education Institution 'Open International UNIVERSITY of Human Development 'UKRAINE'","2003","26475545","Заклад вищої освіти","Коледж","Приватна","","04071","8038500000","КИЇВ","Київ","вул. Хорива, 1-Г","04071","8038500000","КИЇВ","Київ","вул. Хорива, 1-Г","(044) 4225028","glushak_inna@ukr.net","coll-osvita.uu.edu.ua","директор коледжу","Смолянова Світлана Іванівна"
"150","Коледж Приватного вищого навчального закладу ""Міжнародний науково-технічний університет імені академіка Юрія Бугая""","2528","195","КМНТУ","College CJSC ""Academician Yuriy Bugay International Scientific and Technical University""","2013","38690510","Заклад вищої освіти","Коледж","Приватна","","02660","8036400000","КИЇВ","Київ","пров. Магнітогорський, 3","02660","8036400000","КИЇВ","Київ","пров. Магнітогорський, 3","0445592433","komisiya@istu.edu.ua","","Директор","Пожидаєва Ірина Валентинівна"
"151","Коледж ресторанного господарства Національного університету харчових технологій","1014","47","КРГ НУХТ","College restaurants economy National University of Food Technologies","1961","01566130","Заклад вищої освіти","Коледж","Державна","Міністерство освіти і науки України","01601","8038200000","КИЇВ","Київ","вул. Чигоріна, 57","01601","8038200000","КИЇВ","Київ","вул. Чигоріна, 57","0445293151","krgnuht@ukr.net","krg.org.ua","Директор КРГ НУХТ","Леус Руслан Миколайович"
"152","Коледж ""Слов'яно-грецький колегіум"" Приватного акціонерного товариства ""Вищий навчальний заклад Київський славістичний університет""","1428","139","","","2003","26345400","Заклад вищої освіти","Коледж","Приватна","","03150","8038000000","КИЇВ","Київ","вул. Мате Залки, 10-Г","03150","8038000000","КИЇВ","Київ","вул. Мате Залки, 10-Г","(044) 2689407; 4648277; 4193133; 4193217","rectorat_ksu@ukr.net","","","Буратевич Зоя Іванівна"
"153","""Коледж Української академії перукарської майстерності та декоративної косметики Київського університету культури""","1522","310","","","2010","39686826","Заклад вищої освіти","Коледж","Приватна","","01133","8038200000","КИЇВ","Київ","вул. Євгена Коновальця, 36 Б","01133","8038200000","КИЇВ","Київ","вул. Євгена Коновальця, 36 Б","(044) 2850317; 2846404; 2850317","kuk_kiev@ukr.net","","","Левчук Яна Миколаївна"
"154","Коледж хореографічного мистецтва ""Київська муніципальна академія танцю імені Сержа Лифаря""","953",NA,"КМАТ імені Сержа Лифаря","Serge Lifar Kyiv Municipal Academy of Dance","2001","30382088","Заклад вищої освіти","Коледж","Комунальна","Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації)","02232","8036400000","КИЇВ","Київ","вул. Данькевича, 4-А","02232","8036400000","КИЇВ","Київ","вул. Данькевича, 4-А","(044) 5308757; 5354425","INFO@dance-academy.com.ua","www.dance-academy.com.ua","Директор","Лягущенко Андрій Геннадійович"
"155","Комунальний заклад вищої освіти Київської обласної ради ""Академія мистецтв""","1373",NA,"КЗВО КОР ""Академія мистецтв""","Communal Higher Educational Establishment of Kyiv Regional Council ""Academy of Arts""","1930","02214938","Заклад вищої освіти","Академія","Комунальна","Обласна державна адміністрація","01015","8038200000","КИЇВ","Київ","вул. Івана Мазепи, 15","01015","8038200000","КИЇВ","Київ","вул. Івана Мазепи, 15","(044) 2807692; 2907692; 2544246","koukim@ukr.net","koukim.com","Директор","Романчишин Василь Григорович"
"156","Луганська державна академія культури і мистецтв","204",NA,"ЛДАКМ","Lugansk State Academy of Culture and Arts","2002","26204964","Заклад вищої освіти","Академія","Державна","Міністерство культури України","01601","8039100000","КИЇВ","Київ","вул. Івана Франка, 19","01601","8039100000","КИЇВ","Київ","вул. Івана Франка, 19","0442225185, 0948225185","ldakm@i.ua","http://ldakm.edu.ua","В.о. ректора","Бігус Ольга Олегівна"
"157","Медичний коледж Національного медичного університету імені О.О. Богомольця","1485","149","Медичний коледж НМУ імені О.О. Богомольця","Medical College of O.O. Bogomolets National medical University","2012","38258574","Заклад вищої освіти","Коледж","Державна","Міністерство охорони здоров`я України","03057","8039100000","КИЇВ","Київ","вул. Зоологічна, 1","01601","8039100000","КИЇВ","Київ","бульв. Тараса Шевченка, 13","(044)2795687; 4839496","college_nmu@i.ua","","Директор","Циж Ольга Олександрівна"
"158","Медично-фармацевтичний коледж Приватного вищого навчального закладу ""Міжнародна академія екології та медицини""","2574","1292","МФК ПВНЗ ""МАЕМ""","Medical and Pharmaceutical College of the International academy of ecology and medicine","2012","38139429","Заклад вищої освіти","Коледж","Приватна","","02660","8036600000","КИЇВ","Київ","вул. В.Шимановського, 2/1, кабінет 318","02660","8036600000","КИЇВ","Київ","вул. В.Шимановського, 2/1, кабінет 318","+38 (044) 563-98-54","maem.academy.edu@gmail.com","http://maem.kiev.ua","В.о. ректора","Говсєєв Дмитро Олександрович"
"159","Міжнародний науково-навчальний центр інформаційних технологій та систем НАН України та МОН України","3746",NA,"МННЦІТ ТА С НАН ТА МОН УКРАЇНИ","Internation Research and Training Center for Information Technologion and Systems","2000","24741741","Наукові інститути (установи)","Інша наукова установа (організація)","Державна","Національна академія наук України","03680","8036100000","КИЇВ","Київ","просп. АКАДЕМІКА ГЛУШКОВА, 40","03680","8036100000","КИЇВ","Київ","просп. АКАДЕМІКА ГЛУШКОВА, 40","(044) 526 25 49","vig@irtc.org.ua","","Директор","Гриценко Володимир Ілліч"
"160","Муніципальний заклад вищої освіти ""Київська Академія мистецтв""","1389",NA,"МЗВО ""КАМ""","Municipal institution of higher education ""Kyiv Academy of Arts""","1994","21594647","Заклад вищої освіти","Академія","Комунальна","Виконавчий орган Київської міської ради (Київська міська державна адміністрація)","04210","8038000000","КИЇВ","Київ","просп. Героїв Сталінграда, 10","04210","8038000000","КИЇВ","Київ","просп. Героїв Сталінграда, 10","(044) 4109310, 4647356","muza@kdam.kiev.ua","www.kdam.kiev.ua","Ректор","Бенч Ольга Григорівна"
"161","Наукова установа Інститут професійно-технічної освіти Національної академії педагогічних наук України","3636",NA,"ІПТО НАПН України","The Institute of vocational education and training of the National Academy of Pedagogikal Sciences of Ukraine","2000","34288275","Наукові інститути (установи)","Інша наукова установа (організація)","Державна","Національна академія педагогічних наук України","03045","8036100000","КИЇВ","Київ","пров. Віто-Литовський, 98-А","03045","8036100000","КИЇВ","Київ","пров. Віто-Литовський, 98-А","(044)259-45-53","info@ivet-ua.science","","Директор","Радкевич Валентина Олександрівна"
"162","Науково-дослідний інститут інтелектуальної власності Національної академії правових наук України","3893",NA,"""НДІ інтелектуальної власності НАПРН України""","","2000","25882308","Наукові інститути (установи)","Інша наукова установа (організація)","Державна","Національна академія правових наук України","01024","8038200000","КИЇВ","Київ","вул. Пилипа Орлика, 3","01024","8038200000","КИЇВ","Київ","вул. Пилипа Орлика, 3","(044) 2000876, 2282136, 2849982","letter@i.kiev.ua","www.ndiiv.org.ua","Директор","Орлюк Олена Павлівна"
"163","Науково-дослідний інститут інформатики і права Національної академії правових наук України","3691",NA,"НДІІП НАПРН України","","2000","25959933","Наукові інститути (установи)","Інша наукова установа (організація)","Державна","Національна академія правових наук України","01024","8038200000","КИЇВ","Київ","вул. Пилипа Орлика, 3","01024","8038200000","КИЇВ","Київ","вул. Пилипа Орлика, 3","(044) 2349456","pravo@ndcpi.org.ua","","Директор","Пилипчук Володимир Григорович"
"164","Науково-дослідний інститут приватного права і підприємництва імені академіка Ф.Г. Бурчака Національної академії правових наук України","3730",NA,"НДІ приватного права ім. Ф.Г. Бурчака НАПРН України","The F. G. Burchak «Sсіеntific Research Institute of Ргіvаtе Law and Business of Nationality Academy of Law Sciences of Ukraine»","1996","19485263","Наукові інститути (установи)","Інша наукова установа (організація)","Державна","Національна академія правових наук України","01042","8038200000","КИЇВ","Київ","вул. М.Раєвського, 23-а","01042","8038200000","КИЇВ","Київ","вул. М.Раєвського, 23-а","(044) 286-70-98","ndippp@adamant.net","","Директор","Крупчан Олександр Дмитрович"
"165","Науково-дослідний інститут українознавства","3728",NA,"НДІУ","Research Institute For Ukrainian Studies","2014","39372167","Заклад вищої освіти","Інститут","Державна","Міністерство освіти і науки України","01135","8039100000","КИЇВ","Київ","вул. Ісаакяна, 18","01135","8039100000","КИЇВ","Київ","вул. Ісаакяна, 18","(044)236-01-28","ndiukr@gmail.com","","Директор","Галайко Богдан Миколайович"
"166","Національна академія внутрішніх справ","240",NA,"НАВС","National Academy of Internal Affairs","1921","08751177","Заклад вищої освіти","Академія","Державна","Міністерство внутрішніх справ України","03035","8038900000","КИЇВ","Київ","пл. Солом'янська, 1","03035","8038900000","КИЇВ","Київ","пл. Солом'янська, 1","(044)249-09-22, 245-94-91","post@naiau.kiev.ua","www.naiau.kiev.ua","Ректор","Чернєй Володимир Васильович"
"167","Національна академія державного управління при Президентові України","1476",NA,"НАДУ при Президентові України","National Academy for Public Administration under the President of Ukraine","1995","23696843","Заклад вищої освіти","Академія","Державна","Адміністрація Президента України","03057","8039100000","КИЇВ","Київ","вул. Ежена Потьє, 20","03057","8039100000","КИЇВ","Київ","вул. Ежена Потьє, 20","(044) 4556901; 4812151; 4564258","general@akademy.gov.ua","www.academy.gov.ua","Тимчасово виконуючий обов`язки","Савков Анатолій Петрович"
"168","Національна академія керівних кадрів культури і мистецтв","332",NA,"НАКККіМ","National Academy of Culture and Arts Management","1970","02214142","Заклад вищої освіти","Академія","Державна","Міністерство культури України","01015","8038200000","КИЇВ","Київ","вул. Лаврська, 9, корпус 15","01015","8038200000","КИЇВ","Київ","вул. Лаврська, 9, корпус 15","(044) 288 80 81, 280 22 82","priyomnaya@dakkkim.edu.ua","dakkkim.edu.ua","Ректор","Чернець Василь Гнатович"
"169","Національна академія образотворчого мистецтва і архітектури","297",NA,"НАОМА","National Academy of Fine Arts and Architecture","1917","02214165","Заклад вищої освіти","Академія","Державна","Міністерство культури України","04053","8039100000","КИЇВ","Київ","вул. Вознесенський узвіз, 20","04053","8039100000","КИЇВ","Київ","вул. Вознесенський узвіз, 20","+38(044)272-15-40","naoma@ukr.net","http:www.naoma.edu.ua","Ректор","Чебикін Андрій Володимирович"
"170","Національна академія прокуратури України","903",NA,"НАПУ","National Prosecution Academy of Ukraine","2002","26297233","Заклад вищої освіти","Академія","Державна","Генеральна прокуратура України","04050","8039100000","КИЇВ","Київ","вул. Мельникова, 81-Б","04050","8039100000","КИЇВ","Київ","вул. Мельникова, 81-Б","(044) 2060051; 2060052; 2060053; 2060055; 2060056","napu@ap.gp.gov.ua","napu.com.ua","Ректор","Лошицький Михайло Васильович"
"171","Національна академія Служби безпеки України","1339",NA,"НА СБУ","National Academy of the Security Service of Ukraine","1992","20001823","Заклад вищої освіти","Академія","Державна","Служба безпеки України","03022","8036100000","КИЇВ","Київ","вул. Михайла Максимовича, 22","03022","8036100000","КИЇВ","Київ","вул. Михайла Максимовича, 22","(044) 2573035, 2570096, 2555001","academy@ssu.gov.ua","http://academy.ssu.gov.ua","ректор","Кудінов Сергій Сергійович"
"172","Національна академія статистики, обліку та аудиту","67",NA,"НАСОА","The National Academy of Statistics, Accounting and Audit","1986","04837462","Заклад вищої освіти","Академія","Державна","Державна служба статистики України","04107","8039100000","КИЇВ","Київ","вул. Підгірна, 1","04107","8039100000","КИЇВ","Київ","вул. Підгірна, 1","(044) 484 49 41, (044) 484 47 78","info@nasoa.edu.ua","http://nasoa.edu.ua","Ректор","Осауленко Олександр Григорович"
"173","Національна медична академія післядипломної освіти імені П. Л. Шупика","2833",NA,"НМАПО імені П. Л. Шупика","Shupyk National Medical Academy of Postgraduate Education","2006","01896702","Заклад вищої освіти","Академія","Державна","Міністерство охорони здоров`я України","04112","8039100000","КИЇВ","Київ","вул. Дорогожицька, 9","04112","8039100000","КИЇВ","Київ","вул. Дорогожицька, 9","(044) 205-48-27, 205-49-46","office@nmapo.edu.ua","www.nmapo.edu.ua","Ректор","Вороненко Юрій Васильович"
